,MetadataField,Metadata
0,NSGL Document #:,MDU-W-91-003
1,Sea Grant Program/Affiliate:,Maryland Sea Grant
2,Title:,"The ecology of ""Crassostrea gigas"" in Australia, New Zealand, France and Washington State"
3,Editor :,"Leffler, Merrill"
4,,"Greer, Jack"
5,Publication Year :,1991
6,Source Citation:,"""Oyster Ecology Workshop,"" Annapolis, Maryland, October 28-30, 1991."
7,# Pages / Video Length:,25
8,Publication Type:,conference/work​shop proceedings
9,Program Report #:,UM-SG-TS-92-07
10,Abstract:,"The following papers are included in this publication: 1. Introduced Pacific oysters in Australia. Peter Ayres pp. 3-8. 2. Introduced Pacific oysters in New Zealand. Parameswar Dinimani pp. 9-12. 3. Aquaculture of ""Crassostrea gigas"" in France. Philippe Goulletquer and Maurice Heral pp. 13-20. 4. Ecological and biological considerations for the introduced Pacific oyster on the west coast of the United States. Kenneth K. Chew pp. 21-24."
