,MetadataField,Metadata
0,NSGL Document #:,MEU-N-11-07a
1,Sea Grant Program/Affiliate:,Maine Sea Grant
2,Title:,"VRC Outlook: A Voice for Sustainable Tourism Down East (Number 5, January 2011)"
3,Author:,"Springuel, Natalie"
4,Publication Year :,2011
5,Publisher:,University of Maine Sea Grant
6,# Pages / Video Length:,4
7,Publication Type:,periodicals
8,Grant/Contract #:,NOAA Sea Grant
9,Notes:,One newsletter issue for 2011. No other issues received by the NSGL
10,Abstract:,"The Vacationland Resource Committee represents sustainable tourism interests in Washington and Hancock counties. Newsletter features stories on legislative issues, garden/landscap​e map, and tourism survey."
