,MetadataField,Metadata
0,NSGL Document #:,WASHU-G-19-010
1,Sea Grant Program/Affiliate:,Washington Sea Grant
2,Title:,Growing Sustainable Shellfish
3,Author:,"Bogeberg, Molly"
4,Publication Year :,2019
5,Publisher:,The Nature Conservancy; Washington Sea Grant
6,# Pages / Video Length:,2
7,Publication Type:,"advisory/extens​ion reports; fact sheets, posters"
8,Program Report #:,WSG-AS 19-09
9,Project #:,R/SFA/N-6
10,Abstract:,"Estuaries are highly productive and complex ecosystems filled with diverse habitats includingsaltma​rshes, mudflats, eelgrass meadows, and kelp beds. In Washington, estuaries are also home towild and farmed shellfish beds that provide ecosystem services too. Understanding how organismsuse aquaculture structures on shellfish farms compared to natural habitats is critical. This knowledgewill help evolve aquaculture practices so that estuaries stay healthy in a changing environment."
