,MetadataField,Metadata
0,NSGL Document #:,WASHU-R-85-001
1,Sea Grant Program/Affiliate:,Washington Sea Grant
2,Title:,"THE EFFECTS OF ESTRADIOL AND TRIIODOTHYRONIN​E ON PROTEIN SYNTHESIS BY HEPATOCYTES OF JUVENILE COHO SALMON (""ONCORHYNCHUS KISUTCH"")"
3,Author:,"BHATTACHARYA, SAMIR"
4,,"PLISETSKAYA, ERIKA"
5,,"DICKHOFF, WALTON W"
6,,"GORBMAN, AUBREY"
7,Publication Year :,1985
8,Source Citation:,"GENERAL AND COMPARATIVE ENDORCINOLOGY, 57( ):0103-0109, 1985"
9,Publication Type:,reprints (peer-reviewed)
10,Program Report #:,WSG-TA 84-8
11,Project #:,R/A-18
12,Abstract:,SALMONID;PROTEI​N SYNTHESIS;ENDOC​RINOLOGY
