,MetadataField,Metadata
0,NSGL Document #:,FLSGP-R-02-016
1,Sea Grant Program/Affiliate:,Florida Sea Grant
2,Title:,"Planning, partnerships, and progress in marine biotechnology research and outreach in Florida"
3,Author:,"Cato, James C."
4,Publication Year :,2002
5,Source Citation:,"""Marine Biotechnology in the Twenty-First Century, Problems, Promise, and Products,"" Session 4: Public Policy, Partnerships and outreach, pp. 97-99, 2002."
6,# Pages / Video Length:,3
7,Publication Type:,reprints (peer-reviewed)
8,Project #:,M/PM-13
9,Abstract:,"Since 1996, a collegial effort has been underway to plan strategy, create partnerships, and increase funding for marine biotechnologica​l research and education in Florida. Briefly described here are the efforts of the Florida Sea Grant College Program, which involved faculty-​industry partnerships, roundtables and summits, legislation, working with a trade organization, and greater public visibility."
