,MetadataField,Metadata
0,NSGL Document #:,WASHU-I-14-004
1,Sea Grant Program/Affiliate:,Washington Sea Grant
2,Title:,Whatcom County Food Network Water Section
3,Author:,"Blake, S. B."
4,,"Alvarez, V."
5,,"Burrows, C."
6,Publication Year :,2014
7,Publication Type:,"web/blog sites (topical), other web-based resources"
8,Program Report #:,WSG-MR 15-16
9,Project #:,A/ACE-1
10,URL:,http://whatcom.​wsu.edu/ag/food​network/index.h​tml
11,Abstract:,"Working to build common understandingan​d facilitate collaborative efforts toward an equitable, sustainableand healthy food system for all."
