,MetadataField,Metadata
0,NSGL Document #:,WASHU-NR-13-004
1,Sea Grant Program/Affiliate:,Washington Sea Grant
2,Title:,"The Pacific Shellfish Institute (PSI) receives funding to determine social and ecological carrying capacity for shellfish aquaculture in south Puget Sound, Washington"
3,Author:,"Rasmussen, Kristin"
4,Publication Year :,2013
5,Source Citation:,"""Longlines,"" 15(1):12, 2013."
6,# Pages / Video Length:,1
7,Publication Type:,reprints (not peer-reviewed)
8,Program Report #:,R/LME/N-5
9,Project #:,WSG-MA 13-05
10,Abstract:,"PSI recently received funding from the NOAA Sea Grant Aquaculture Research Program to begin a two year long project aimed at defining and modeling factors involved in the culture and ecology of shellfish aquaculture, generating social carrying capacity data and engaging coastal communities in the modeling process."
