,MetadataField,Metadata
0,NSGL Document #:,WASHU-Q-90-002
1,Sea Grant Program/Affiliate:,Washington Sea Grant
2,Title:,"Washington Sea Grant: An investment in environmental, economic and educational enhancement (1990)"
3,Author:,"Echols, Louie S. (Director)"
4,Publication Year :,1990
5,Publisher:,University of Washington Sea Grant College Program
6,# Pages / Video Length:,24
7,Publication Type:,"program reports (annual, progress, planning reports, etc)"
8,Program Report #:,WSG-PM 90-1
9,Grant/Contract #:,NOAA Sea Grant No. NA89AA-D-SG022
10,Abstract:,"University of Washington (UW) was among the first states selected to host a Sea Grant Program. The National Sea Grant College Program was signed into law by President Johnson on October 15,1966. The first grants came to UW the fall of 1969 and winter of 1970. UW was officially designated one of the first four Sea Grant colleges on September 17,1971, along with the University of Rhode Island, Texas A&M, and Oregon State University. Was​hington Sea Grant has a proven record of providing government, industry, and the public with the factual information needed for wise conservation and public stewardship of the state's sensitive marine resources. This publication provides a look back on UW Sea Grant's accomplishments​. Also more information is included on: Responses to state environment needs; Responses to state economic needs; Responses to state education needs; and Looking ahead."
