,MetadataField,Metadata
0,NSGL Document #:,WASHU-QA-69-001
1,Sea Grant Program/Affiliate:,Washington Sea Grant
2,Title:,Interim Report: Socio-Economic Institutional and Legal Considerations in the Management of Puget Sound Estuarine Resources
3,Author:,"Crutchfield, James A. Jr."
4,Publication Year :,1969
5,Publisher:,University of Washington Sea Grant Program
6,# Pages / Video Length:,15
7,Publication Type:,"program reports (annual, progress, planning reports, etc)"
8,Program Report #:,WSG-TA 69-1; FWPCA C# 14-12-420
9,Grant/Contract #:,NOAA Sea Grant/Contract No. 14-12-420
10,Notes:,Note: original copy scanned is poor so legibility is difficult for some words in the digital copy.
11,Abstract:,This Puget Sound Estuarine Study is a narrative report that constitutes the interim report required between the University of Washington and the Federal Water Pollution Control Administration. Efforts to date: the compilation of selective bibliographies of published and unpublished material dealing with the physical and biological characteristics of Puget Sound; Fisheries; Salmon; a survey of the literature on thermal effects from power generation on the marine environment has been completed.
