,MetadataField,Metadata
0,NSGL Document #:,FLSGP-W-02-004
1,Sea Grant Program/Affiliate:,Florida Sea Grant
2,Title:,Sharks in perspective: from fear to fascination conference
3,Editor :,"Spranger, Mike"
4,,"Burgess, George"
5,Publication Year :,2002
6,Source Citation:,"Conference, Tampa, Florida, June 12-14, 2002."
7,# Pages / Video Length:,138
8,Publication Type:,conference/work​shop proceedings
9,Abstract:,"This conference was held to put the risk of shark attacks in perspective by supplying outreach professionals, news media, and the general public with the background materials needed to learn more about shark biology, the risk of a shark encounter, and fishery management. This conference follows a national news conference and science briefing having the same objectives that was held May 21, 2002 at the National Press Club in Washington, DC."
