,MetadataField,Metadata
0,NSGL Document #:,MEU-R-89-011
1,Sea Grant Program/Affiliate:,Maine Sea Grant
2,Title:,"Herbivory and the evolution of nongeniculate coralline algae (Rhodophyta, Corallinales) in the North Atlantic and North Pacific"
3,Author:,"Steneck, R. S."
4,Publication Year :,1989
5,Source Citation:,"""NATO ASI Series,"" Volume G22: Evolutionary Biogeography of the Marine Algae of the North Atlantic, D.J. Garbary and G.R. South (eds.), pp. 107-129, 1989."
6,# Pages / Video Length:,24
7,Publication Type:,reprints (peer-reviewed)
8,Program Report #:,R-MSG-92-4
9,Project #:,R/FM-169
10,Abstract:,"Nongeniculate, encrusting coralline algae are often the only macroalgae capable of surviving the intense herbivory common throughout shallow rocky regions of the North Atlantic. Although the exact origin of current coralline-​herbivore species associations in the North Atlantic is unknown, a possible key to understanding factors responsible in shaping their evolution is to identify some of the adaptations that allow species of these groups to coexist. This paper examines convergent aspects of morphology and anatomy evident among species in the coralline floras of the Boreal eastern North Pacific (Washington State) and the Subarctic western North Atlantic (Gulf of Maine) relative to the specific grazing pressures they receive."
