,MetadataField,Metadata
0,NSGL Document #:,TCS-W-96-001
1,Sea Grant Program/Affiliate:,The Coastal Society
2,Title:,"Seeking balance: conflict, resolution & partnership"
3,Editor :,"Bigford, Thomas E."
4,,"Boyles, Robert H. Jr."
5,Publication Year :,1996
6,Source Citation:,"""Proceedings of the Fifteenth International Conference of the Coastal Society,"" Seattle, Washington, July 14-17, 1996."
7,# Pages / Video Length:,784
8,Publication Type:,conference/work​shop proceedings
9,URL:,http://nsgl.gso​.uri.edu/tcs/tc​sw96001/tcsw960​01index.html
