,MetadataField,Metadata
0,NSGL Document #:,WASHU-V-16-003
1,Sea Grant Program/Affiliate:,Washington Sea Grant
2,Title:,Queen Anne Elementary students tour NOAA ship Ronald H. Brown
3,Author:,"Wagner, M."
4,Publication Year :,2016
5,# Pages / Video Length:,2:14 minutes
6,Publication Type:,videos
7,Program Report #:,WSG-AV 17-01
8,Project #:,A/ACE-1
9,Notes:,"Published November 4, 2016"
10,URL:,https://www.you​tube.com/watch?​v=wMsYiCGQLkw
11,Abstract:,"Queen Anne Elementary students tour NOAA Research Vessel Ronald H. Brown on June 10, 2016 in Seattle, Washington. The vessel had just returned from the 2016 West Coast Ocean Acidification Cruise."
