,MetadataField,Metadata
0,NSGL Document #:,WASHU-H-02-001
1,Sea Grant Program/Affiliate:,Washington Sea Grant
2,Title:,Small-scale oyster farming for pleasure and profit in Washington
3,Author:,Washington Sea Grant
4,Publication Year :,2002
5,# Pages / Video Length:,15
6,Publication Type:,"handbooks, manuals, guides"
7,Program Report #:,WSG-AS 02-03
8,Project #:,A/PC-5
9,Abstract:,"This publication offers practical advice to shoreline property owners and leaseholders in Washington who are interested in small-scale oyster farming. It presents general information on appropriate beaches, seed selection, growing methods, legal issues, and includes diagrams and references for further information and supplies."
