,MetadataField,Metadata
0,NSGL Document #:,WASHU-R-82-011
1,Sea Grant Program/Affiliate:,Washington Sea Grant
2,Title:,"STUNTING AND PARR-REVERSION DURING SMOLTIFICATION OF COHO SALMON (""ONCORHYNCHUS KISUTCH"")"
3,Author:,"FOLMAR, LEROY C"
4,,"DICKHOFF, WALTON W"
5,,"MAHNKEN, CONRAD V W"
6,,"WAKNITZ, F WILLIAM"
7,Publication Year :,1982
8,Source Citation:,"AQUACULTURE, 28( ):0091-0104, 1982"
9,Publication Type:,reprints (peer-reviewed)
10,Program Report #:,WSG-TA 82-11
11,Project #:,R/A-18
12,Abstract:,SALMON;SMOLTIFI​CATION
