,MetadataField,Metadata
0,NSGL Document #:,WASHU-NR-09-001
1,Sea Grant Program/Affiliate:,Washington Sea Grant
2,Title:,Green shores: LEED-style rating system
3,Author:,"Daniel, Mark"
4,,"Faghin, Nicole"
5,,"Hoffman, Katrina"
6,Publication Year :,2009
7,Source Citation:,"""The Washington Planner,"" XXII(4):12-13, April 2009."
8,# Pages / Video Length:,2
9,Publication Type:,reprints (not peer-reviewed)
10,Program Report #:,WSG-MA 09-01
11,Project #:,A/E/T-CCDP-1
12,Abstract:,Green Shores seeks to do for green shoreline development what LEED(r) (Leadership in Energy and Environmental Design) has done for green building.
