,MetadataField,Metadata
0,NSGL Document #:,WASHU-R-86-018
1,Sea Grant Program/Affiliate:,Washington Sea Grant
2,Title:,"Abnormal gametogenesis and sex ratio in triploid soft-shell clams (""Mya arenaria"")"
3,Author:,"Allen, Standish K. Jr."
4,,"Hidu, Herbert"
5,,"Stanley, Jon G."
6,Publication Year :,1986
7,Source Citation:,"""Biology Bulletin,"" 170:198-210, April 1986."
8,Publication Type:,reprints (peer-reviewed)
9,Program Report #:,WSG-TA 86-16
10,Abstract:,"Diploid and triploid clams grown in suspended tray culture were examined histologically during the reproductive season of their second year. Most diploids had matured by the end of May and displayed normal gametogenic development in every individual. Triploids did not mature and most had undeveloped gonads. The few triploid females which developed some oocytes by the end of May had abnormal maturation. Triploids were 77% female as judged by the presence of oocytes; another 16% were female-like and may have been intersexes; the sex of 6% could not be identified because there was no sexual differentiation​. Sex determination in this species, based in the sex ratio in triploids, best fits the model of an X:autosome balance mechanism as exemplified in some insect species."
