,MetadataField,Metadata
0,NSGL Document #:,WASHU-T-91-002
1,Sea Grant Program/Affiliate:,Washington Sea Grant
2,Title:,"The marina industry in Washington State: growth and change, 1981-2000"
3,Author:,"Goodwin, Robert F."
4,Publication Year :,1991
5,# Pages / Video Length:,21
6,Publication Type:,technical reports/surveys​/patents
7,Program Report #:,WSG-AS 91-06
8,Project #:,A/FP-7
9,Abstract:,"This report characterizes the moorage industry in Washington State, documents the evolution of market conditions over the last decade, and assesses the likely trends over the next decade. The consequences of having both public non-profit and private for-profit providers operate in the same boating marketplace are discussed."
