,MetadataField,Metadata
0,NSGL Document #:,WHOI-T-80-005
1,Sea Grant Program/Affiliate:,WHOI Sea Grant
2,Title:,REMOTE ACOUSTIC SENSING OF OCEANIC FLUID AND BIOLOGICAL PROCESSES
3,Author:,"ORR, M H"
4,Publication Year :,1980
5,Source Citation:,"OCEAN ACOUSTIC REMOTE SENSING NATIONAL OCEANIC AND ATMOSPHERIC ADMINIST RATION WORKSHOP PP. 1-51 SEATTLE, WASHINGTON JANUARY 21-25, 1980"
6,# Pages / Video Length:,51
7,Publication Type:,technical reports/surveys​/patents
8,Program Report #:,WHOI-80- 2
9,Abstract:,ACOUSTICAL BACKSCATTERING
