,MetadataField,Metadata
0,NSGL Document #:,WASHU-R-00-006
1,Sea Grant Program/Affiliate:,Washington Sea Grant
2,Title:,"Isolation and characterizatio​n of di- and tetranucleotide microsatellite loci in geoduck clams, ""Panopea abrupta."""
3,Author:,"Vadopalas, B."
4,,"Bentzen, P."
5,Publication Year :,2000
6,Source Citation:,"""Molecular Ecology,"" 9:1433-1449, 2000."
7,# Pages / Video Length:,17
8,Publication Type:,reprints (peer-reviewed)
9,Program Report #:,WSG-TA 00-21
10,Project #:,R/R-2
11,Abstract:,"Researchers isolated the first microsatellite loci in geoduck clams (""Panopea abrupta"") as part of an investigation into the genetic diversity of geoduck populations. Mono- or di-allelic PCR profiles were observed at six loci and all were polymorphic. Analysis of heterozygote deficiencies revealed significant deficiencies at four loci. Whether these deficiencies result from null alleles or nonrandom mating is under investigation."
