,MetadataField,Metadata
0,NSGL Document #:,WISCU-R-93-027
1,Sea Grant Program/Affiliate:,Wisconsin Sea Grant
2,Title:,Hypnosis and sport psychology
3,Author:,"Morgan, William P."
4,Publication Year :,1993
5,Source Citation:,"Handbook of clinical hypnosis, Judith W. Rhue, et al, eds., pp. 649-670, 1993."
6,Publisher:,"American Physchological Association: Washington, DC."
7,# Pages / Video Length:,22
8,Publication Type:,reprints (peer-reviewed)
9,Program Report #:,WISCU-R-93-027
10,Grant/Contract #:,NOAA SEA GRANT
11,Project #:,R/NI-18
