,MetadataField,Metadata
0,NSGL Document #:,LSU-R-00-042
1,Sea Grant Program/Affiliate:,Louisiana Sea Grant
2,Title:,An economic analysis of the Gulf of Mexico oyster processing sector (abstract)
3,Author:,"Diagne, Assane"
4,,"Keithly, Walter R. Jr."
5,,"Lavergne, David"
6,Publication Year :,2000
7,Source Citation:,"National Shellfisheries Association, 2000 Annual Meeting, Abstracts, p. 34, Seattle, Washington, March 19- 23, 2000."
8,# Pages / Video Length:,1
9,Publication Type:,reprints (not peer-reviewed)
