,MetadataField,Metadata
0,NSGL Document #:,WASHU-WR-13-002
1,Sea Grant Program/Affiliate:,Washington Sea Grant
2,Title:,Diversity in zooplankton responses to hypoxia and elevated pCO2
3,Author:,"Keister, Julie"
4,,"McLaskey, Anna"
5,,"Raatikainen, Lisa"
6,,"Winans, Amanda"
7,,"Herrmann, Bethellee"
8,Publication Year :,2013
9,Source Citation:,"""North Pacific Marine Science Organization, Pices 2012 Annual Meeting,"" Nanaimo, British Columbia, October 11-20, 2013."
10,# Pages / Video Length:,23
11,Publication Type:,reprints (not peer-reviewed)
12,Program Report #:,WSG-MR 13-16
13,Project #:,R/OCEH-10
