,MetadataField,Metadata
0,NSGL Document #:,CUIMR-T-83-004
1,Sea Grant Program/Affiliate:,California Sea Grant
2,Title:,"A Checklist of Parasites of California, Oregon, and Washington Marine and Estuarine Fishes"
3,Author:,"Love, Milton S."
4,,"Moser, Mike"
5,Publication Year :,1983
6,Publisher:,"University of California Sea Grant, NOAA, NMFS"
7,# Pages / Video Length:,576
8,Publication Type:,technical reports/surveys​/patents
9,Program Report #:,NOAA Technical Report NMFS SSRF-777
10,Grant/Contract #:,"NOAA Sea Grant, SGP 04-6-158-44021"
11,,"NOAA Sea Grant, SGP 04-6-158-44110"
12,Abstract:,"This report is a summary of the published records of parasites found from the marine and estuarine fishes of California, Oregon, and Washington. Coverage has not been limited to the western United States, but rather includes parasite reports from throughout each fish's range. Included is a host-parasite list and parasite-host cross-index."
