,MetadataField,Metadata
0,NSGL Document #:,MEU-W-04-001
1,Sea Grant Program/Affiliate:,Maine Sea Grant
2,Title:,12th Annual New England Farmed Fish Health Management Workshop: program guide and abstracts
3,Author:,"Bartlett, Christopher"
4,Publication Year :,2004
5,Source Citation:,"""12th Annual New England Farmed Fish Health Management Workshop,"" Eastport, Maine, April 1, 2004."
6,# Pages / Video Length:,26
7,Publication Type:,conference/work​shop proceedings
8,Program Report #:,MSG-TR-04-05
9,Project #:,EX-04-008
10,Abstract:,"Program guide and abstracts from the 12th Annual New England Farmed Fish Health Management Workshop held on April 1, 2004 at the Washington County Community College"
