,MetadataField,Metadata
0,NSGL Document #:,WASHU-R-00-012
1,Sea Grant Program/Affiliate:,Washington Sea Grant
2,Title:,"Hills, dells and oyster shells: history of Pacific oyster culture"
3,Author:,"Blanton, Nancy"
4,Publication Year :,2000
5,Source Citation:,"""Northwest Science and Technology,"" pp. 43-46, Spring 2000."
6,# Pages / Video Length:,4
7,Publication Type:,reprints (peer-reviewed)
8,Program Report #:,WSG-MR 01-07
9,Project #:,A/PC-5
10,Abstract:,"This article describes a multipronged commemorative and educational project chronicling the oyster industry in the Pacific Northwest, from its origins through its significance in biotechnology, economics, and environmental stewardship. The article provides some of this history and also describes various pieces and results of the project including several books."
