,MetadataField,Metadata
0,NSGL Document #:,WASHU-V-19-001
1,Sea Grant Program/Affiliate:,Washington Sea Grant
2,Title:,Sustainable Shellfish Aquaculture in Washington
3,Author:,"Bogeberg, Molly"
4,,"Toft, Jodi"
5,,"Sanderson, Beth"
6,,"Ferriss, Bridget"
7,Publication Year :,2019
8,Publisher:,Washington Sea Grant
9,# Pages / Video Length:,3:55 minutes
10,Publication Type:,videos
11,Program Report #:,WSG-MR 19-19
12,Project #:,R/SFA/N-6
13,Notes:,"Published on YouTube February 20, 2019"
14,URL:,https://www.you​tube.com/watch?​v=YHlWpM-​k9fs
15,Abstract:,"The Nature Conservancy in Washington. Opening line: In Washington State, shellfish are a way of life."
