,MetadataField,Metadata
0,NSGL Document #:,WISCU-R-71-005
1,Sea Grant Program/Affiliate:,Wisconsin Sea Grant
2,Title:,DESIGN AND TEST OF A TORSIONAL VIBRATORY CORE SAMPLER FOR MARINE SEDIMENTS
3,Author:,"HARKER, RALPH J"
4,,"SHAH, R M"
5,Publication Year :,1971
6,Source Citation:,"PRESENTED AT: INTERNATIONAL SYMPOSIUM ON THE ENGINEERING PROPERTIES OF SEA-FLOOR SOILS AND THEIR GEOPHYSICAL IDENTIFICATIONS SEATTLE, WASHINGTON JULY 25-29, 1971"
7,Publication Type:,reprints (not peer-reviewed)
8,Program Report #:,WIS-SG-72-323
9,Notes:,CONFERENCE SPONSORED BY UNESCO AND U.S. NATIONAL SCIENCE FOUNDATION
