,MetadataField,Metadata
0,NSGL Document #:,WASHU-E-04-001
1,Sea Grant Program/Affiliate:,Washington Sea Grant
2,Title:,"Explain-​-​explore: College of Ocean and Fishery Sciences, University of Washington"
3,Author:,Washington Sea Grant
4,Publication Year :,2004
5,# Pages / Video Length:,8
6,Publication Type:,educational materials
7,Program Report #:,WSG-MR 04-06
8,Project #:,A/PC-5
9,Abstract:,The University of Washington's College of Ocean and Fishery Sciences brings together five major marine-related departments. This brochure provides information to prospective students and other interested parties.
