,MetadataField,Metadata
0,NSGL Document #:,ORESU-R-81-002
1,Sea Grant Program/Affiliate:,Oregon Sea Grant
2,Title:,FACTORS INFLUENCING TRANSPORTATION DECISIONS BY PACIFIC NORTHWEST GRAIN SHIPPERS - A SURVEY
3,Author:,"LOGSDON, CHARLES L"
4,,"ROGERS, LE ROY"
5,Publication Year :,1981
6,Source Citation:,COLLEGE OF AGRICULTURE RESEARCH CENTER WASHINGTON STATE UNIVERSITY CIRCULAR 0630 1981
7,Publication Type:,reprints (peer-reviewed)
8,Program Report #:,ORESU-R-81-002
9,Grant/Contract #:,NOAA SEA GRANT
