,MetadataField,Metadata
0,NSGL Document #:,WASHU-T-89-009
1,Sea Grant Program/Affiliate:,Washington Sea Grant
2,Title:,RIDGE 1989 working-group reports
3,Author:,"Delaney, John R. (chair)"
4,Publication Year :,1989
5,# Pages / Video Length:,136
6,Publication Type:,technical reports/surveys​/patents
7,Program Report #:,WSG-MR-89-09
8,Project #:,R/OT-7
9,Abstract:,The long-term strategy of the RIDGE initiative is to achieve sufficient spatial and temporal definition of the global mid-ocean ridge-crust system to allow development and extensive testing of numerical models that link all major aspects of energy flow through the planatary spreading center network. This document contains the reports of five 1989 RIDGE Working Groups. The draft program outline is followed by reports on global structure and fluxes; crustal accretion variables; experimental approaches to mantle flow and melt generation; observing temporal variability of ridge-crust processes; and event detection and response.
