,MetadataField,Metadata
0,NSGL Document #:,WASHU-R-99-007
1,Sea Grant Program/Affiliate:,Washington Sea Grant
2,Title:,Biosynthesis of marine natural products: microorganisms and macroalgae
3,Author:,"Moore, Bradley S."
4,Publication Year :,1999
5,Source Citation:,"""Natural Products Report,"" 16:653-674, 1999."
6,# Pages / Video Length:,22
7,Publication Type:,reprints (peer-reviewed)
8,Program Report #:,WSG-TA 00-03
9,Project #:,R/B-20
10,,R/B-28
11,Abstract:,"This review covers the literature published on the biosynthesis of marine microbial and macroalgal natural products over a 10-year period from 1989 through 1998. Topics include dinoflagellate and algal sterol side chains, algal oxylipins, microalgal metabolites and current knowledge on the involvement of invertebrate-​hosted microorganisms in natural product biosynthesis through cellular localization studies."
