,MetadataField,Metadata
0,NSGL Document #:,WASHU-R-96-024
1,Sea Grant Program/Affiliate:,Washington Sea Grant
2,Title:,"Mate choice in the amphipod ""Eogammarus oclairi"" Bousfield: the role of current velocity, random assortment, habitat heterogeneity and male's behavior"
3,Author:,"Iribarne, Oscar"
4,,"Fernandez, Miriam"
5,,"Armstrong, David"
6,Publication Year :,1996
7,Source Citation:,"""Marine and Freshwater Behaviour and Physiology,"" 27(4):223-237, 1996."
8,# Pages / Video Length:,15
9,Publication Type:,reprints (peer-reviewed)
10,Program Report #:,WSG-TA 96-11
11,Abstract:,"Size influences reproductive success in diverse taxa. Because egg production in ""Eogammarus oclairi"" is correlated with female size and previous information shows that larger males pair with larger females, it can be hypothesized that large size is advantageous in males and subject to sexual selection, and will result in selection for larger males. This project assessed whether assortative mating occurs in ""E. oclairi"", and studied the alternative processes that may generate assortativeness​. In particular, the effects of male behavior, current velocity, habitat heterogeneity, and random assortment were studied."
