,MetadataField,Metadata
0,NSGL Document #:,WASHU-R-81-016
1,Sea Grant Program/Affiliate:,Washington Sea Grant
2,Title:,MOLECULAR COMMUNICATION IN HOST-PARASITE INTERACTIONS: HEXOSAMINE POLYMERS (CHITOSAN) AS REGULATOR COMPOUNDS IN RACE-SPECIFIC AND OTHER INTERACTIONS
3,Author:,"HADWIGER, LEE A"
4,,"LOSCHKE, DAVID C"
5,Publication Year :,1981
6,Source Citation:,"PHYTOPATHOLOGY, 71(07):0756-​0762, 1981"
7,Publication Type:,reprints (peer-reviewed)
8,Project #:,R/X-10
9,Abstract:,CHITOSAN;GENETI​CS
