,MetadataField,Metadata
0,NSGL Document #:,WASHU-R-94-020
1,Sea Grant Program/Affiliate:,Washington Sea Grant
2,Title:,"Viability and freshwater performance of Atlantic salmon (""Salmo salar"") X brown trout (""Salmo trutta"") triploid hybrids"
3,Author:,"Galbreath, Peter F."
4,,"Thorgaard, Gary H."
5,Publication Year :,1994
6,Source Citation:,"""Canadian Journal of Fisheries and Aquatic Sciences,"" Vol. 51(Suppl. 1):16-24, 1994."
7,# Pages / Video Length:,9
8,Publication Type:,reprints (peer-reviewed)
9,Program Report #:,WSG-TA 99-34
