,MetadataField,Metadata
0,NSGL Document #:,WASHU-R-95-003
1,Sea Grant Program/Affiliate:,Washington Sea Grant
2,Title:,Energetics of a naturally occurring shear instability
3,Author:,"Seim, Harvey E."
4,,"Gregg, Michael C."
5,Publication Year :,1995
6,Source Citation:,"""Journal of Geophysical Research,"" 100(C3):4943-​4958, 1995."
7,# Pages / Video Length:,16
8,Publication Type:,reprints (peer-reviewed)
9,Program Report #:,WSG-TA 95-10
10,Project #:,R/OT-06
11,Abstract:,"Using observations of an energetic shear instability, researchers examine the energy budget of the mixing event by comparing microstructure measurements of the dissipation rates of turbulent kinetic energy and turbulent potential energy with changes in fine-scale velocity and density. Two sets of observations are used. The first set sampled the shear instability early in its evolution, when overturns occurred in strong stratification. The second set of observations found the same water vertically homogenized by turbulent mixing. The flux Richardson number indicates that one quarter of the turbulent energy released by the instability goes toward increasing the mean potential energy of the water column."
