,MetadataField,Metadata
0,NSGL Document #:,WASHU-Q-00-001
1,Sea Grant Program/Affiliate:,Washington Sea Grant
2,Title:,"Washington Sea Grant Program: Strategic Plan, 2000- 2007"
3,Author:,"Echols, Louie S. (Director)"
4,,"Copping, Andrea (Assist. Director)"
5,Publication Year :,1999
6,Publisher:,University of Washington Sea Grant Program
7,# Pages / Video Length:,48
8,Publication Type:,"program reports (annual, progress, planning reports, etc)"
9,Program Report #:,WSG-PM 01-01
10,Grant/Contract #:,NOAA Sea Grant No. NA76RG0119
11,Project #:,M-1
12,Abstract:,"This Strategic Plan was developed by the Washington Sea Grant Program (WSGP) planning team and incorporates input from staff and stakeholders. Specific program goals for the period 2000-2007 as well as the underlying philosophy of WSGP are outlined. Objectives and strategies are presented for critical program areas. Included is information about contacting and evaluating the Program, and submitting proposals."
