,MetadataField,Metadata
0,NSGL Document #:,WASHU-R-00-014
1,Sea Grant Program/Affiliate:,Washington Sea Grant
2,Title:,Natural hazard decision-​making: the role of stakeholder needs and scientific input
3,Author:,"Wood, Nathan J."
4,,"Good, James W."
5,Publication Year :,2000
6,Source Citation:,"""Coasts of the Millennium,"" Proceedings of the 17th International Conference of the Coastal Society, pp. 371- 379, Portland, Oregon, 2000."
7,# Pages / Video Length:,9
8,Publication Type:,reprints (not peer-reviewed)
9,Program Report #:,WSG-TA 02-03
10,Project #:,R/CZ-22
11,Abstract:,"A collaborative, multi-year initiative is underway to increase the resiliency of Pacific Northwest ports and harbors to earthquake and tsunami hazards. It is believed that the integration of stakeholder preferences and scientific expertise within a coastal hazard decision support system will create a robust model from which to develop multi-user vulnerability reduction and post-event recovery strategies. This preliminary report describes the objectives of this project and methods of data acquisition and analysis."
