,MetadataField,Metadata
0,NSGL Document #:,WASHU-R-06-004
1,Sea Grant Program/Affiliate:,Washington Sea Grant
2,Title:,Two invaders achieve higher densities in reserves
3,Author:,"Klinger, Terrie"
4,,"Padilla, Dianna K."
5,,"Britton-​Simmons, Kevin"
6,Publication Year :,2006
7,Source Citation:,"""Aquatic Conservation: Marine and Freshwater Ecosystems,"" 16:301-311, 2006."
8,# Pages / Video Length:,11
9,Publication Type:,reprints (peer-reviewed)
10,Program Report #:,WSG-TA 06-12
11,Project #:,R/ES-54
12,Abstract:,"Invasive species threaten marine biodiversity on a global scale. To test whether marine reserves provide resistance to invading species, the abundance of two conspicuous invaders, a seaweed and an oyster, were measured inside marine reserves and in comparable areas outside reserves in north-western Washington State. Densities of both invaders were significantly higher in marine reserves than in comparable unprotected areas outside reserves. Although the causal mechanisms have not yet been identified, differential rates of human harvest do not appear to be responsible for the patterns observed. It is provisionally suggested that physical or biological aspects of the reserves themselves may directly or indirectly facilitate biological invasion."
