,MetadataField,Metadata
0,NSGL Document #:,WASHU-NR-11-002
1,Sea Grant Program/Affiliate:,Washington Sea Grant
2,Title:,Sink to Sound
3,Author:,"Gordon, David G."
4,Publication Year :,2011
5,Source Citation:,"""Columns: The University of Washington Alumni Magazine,"" 30(5):14, 2011."
6,# Pages / Video Length:,1
7,Publication Type:,reprints (not peer-reviewed)
8,Program Report #:,WSG-MA 11-02
9,Project #:,R/OLWC-1
10,Abstract:,"Scientists use the public to study and protect the environment: Across campus, and especially within the College of the Environment, researchers are using a new method for collecting old fashioned data: They are employing real people-citizen scientists-to study changes in the environment."
