,MetadataField,Metadata
0,NSGL Document #:,WASHU-Q-01-001
1,Sea Grant Program/Affiliate:,Washington Sea Grant
2,Title:,"Washington Sea Grant Program 2001-2004, Research, Outreach and Partnerships"
3,Author:,"Echols, Louie S. (Director)"
4,,"Copping, Andrea E. (Assistant Director)"
5,Publication Year :,2000
6,Publisher:,University of Washington Sea Grant Program
7,# Pages / Video Length:,32
8,Publication Type:,"program reports (annual, progress, planning reports, etc)"
9,Program Report #:,WSG-MR 01-01
10,Grant/Contract #:,NOAA Sea Grant No. NA76RG0119
11,Project #:,M-1
12,Abstract:,"This booklet describes Washington Sea Grant Program's current and future activities. Over fifty projects and programs are documented here, and fall within the following categories: marine advisory services, communications, Northwest programs, living marine resources, ecosystem health, new technologies, economic and community development, education and training, and fellowships."
