,MetadataField,Metadata
0,NSGL Document #:,WASHU-G-88-010
1,Sea Grant Program/Affiliate:,Washington Sea Grant
2,Title:,Aquaculture in Washington State
3,Editor :,"Bill, Alexander H."
4,,"Nosho, Terry Y."
5,Publication Year :,1988
6,# Pages / Video Length:,6
7,Publication Type:,"advisory/extens​ion reports; fact sheets, posters"
8,Program Report #:,WSG-AS 88-5
9,Abstract:,"This simply written and illustrated brochure provides an overview of culture methods used in Washington State by commercial growers of salmon and trout, oysters, clams, mussels, abalone, and nori (an edible seaweed). It also lists associations and agencies in the state that can provide further information about culturing finfish, shellfish, and seaweed."
