,MetadataField,Metadata
0,NSGL Document #:,ILIN-N-09-01a
1,Sea Grant Program/Affiliate:,Illinois Indiana Sea Grant
2,Title:,The Helm (Spring 2009)
3,Author:,"White, Susan"
4,,"Peterson, Jason"
5,Editor :,"Miles, Irene"
6,Publication Year :,2009
7,Publisher:,Illinois-​Indiana Sea Grant College Program
8,# Pages / Video Length:,8
9,Publication Type:,periodicals
10,Grant/Contract #:,NOAA Sea Grant No. NA06OAR4170079
11,Abstract:,"The following highlights are in this newsletter: 1. IISG fosters community stewardship through university students. J. Peterson, p. 1, 7. 2. Sea Grant AIS website selected for Smithsonian Kiosk. p. 2. 3. Would you please pass the Asian carp? p. 3. 4. Sea Grant fosters new aquaculture markets in Ghana, Kenya. pp. 4-5. 5. Knauss fellows find their future in Washington (Angela Dean). p. 6."
