,MetadataField,Metadata
0,NSGL Document #:,WASHU-R-03-007
1,Sea Grant Program/Affiliate:,Washington Sea Grant
2,Title:,Oceanography of the U.S. Pacific Northwest coastal ocean and estuaries with application to coastal ecology
3,Author:,"Hickey, Barbara M."
4,,"Banas, Neil S."
5,Publication Year :,2003
6,Source Citation:,"""Estuaries,"" 26(4B):1010-​1031, August 2003."
7,# Pages / Video Length:,22
8,Publication Type:,reprints (peer-reviewed)
9,Program Report #:,WSG-TA 04-13
10,Project #:,R/ES-42
11,Abstract:,"Oceanographers used recent and historical information to construct an updated synthesis of large-scale current patterns and water properties of the Pacific Northwest coastal zone and their variability, extending the synthesis where appropriate to suggest interactions between the physical environment and the ecosystem. In particular, an along-coast gradient in coastal productivity, one that opposes the along-coast gradient in wind forcing, is examined. The effects of important mesoscale features such as shelf width, submarine banks, canyons, and river plumes are considered, and new data from the Pacific Northwest Coastal Ecosystems Regional Study are presented to further describe important processes and variability within the region's coastal estuaries and links between the estuaries and the coastal ocean."
