,MetadataField,Metadata
0,NSGL Document #:,AKU-H-99-002
1,Sea Grant Program/Affiliate:,Alaska Sea Grant
2,Title:,Water Wise: Safety for the Recreational Boater
3,Author:,"Dzugan, Jerry"
4,,"Jensen, Susan Clark"
5,Publication Year :,1999
6,Publisher:,AMSEA
7,# Pages / Video Length:,196
8,Publication Type:,"handbooks, manuals, guides"
9,Program Report #:,MAB-51
10,Project #:,A/75-01
11,Abstract:,"Sailing or cruising in your boat should be an enjoyable and exhilarating experience. But, are you ready for the day when something goes really wrong? You may find yourself having to survive in cold and stormy conditions for an extended period, while you wait for help. You need to have the proper survival equipment, and know how to use it. ""Water Wise"" presents the information skippers and crew need to know in a readable, well-​illustrated way. It covers trip preparation, weather, illness, in-water survival, signaling, search and rescue, fire-fighting, safety rules, and more. There are also a list of resources and contacts, a glossary, and an index. Much in this book is of use to campers and beachgoers as well."
