,MetadataField,Metadata
0,NSGL Document #:,MASGC-O-09-001
1,Sea Grant Program/Affiliate:,Mississippi Alabama Sea Grant
2,Title:,"Sea Grant Law & Policy Journal (Volume 2.1, June 2009)"
3,Editor :,"Showalter, Stephanie"
4,Publication Year :,2009
5,Source Citation:,"""Water Quantity: Ongoing Problems and Emerging Solutions,"" 2009 Symposium, Oxford, Mississippi, March 24-25, 2009."
6,# Pages / Video Length:,123
7,Publication Type:,periodicals
8,Program Report #:,MASGC#09-016-01
9,Project #:,O-1
10,URL:,http://www.masg​c.org/pdf/masgp​/09-​016-​01.pdf
11,Abstract:,"The following articles are included in this periodical: 1. Water supply planning in the Chicago metropolitan region. Martin Jaffe pp. 1-21. 2. Managing agricultural water use during drought: an analysis of contemporary policies governing Georgia'a Flint River basin. Mark Masters, et al. pp. 22-43. 3. Preparing for apportionment: lessons from the Catawba River. Mark David pp. 44-55. 4. Managing water resources for sustainability on Vashon-Maury Island, King County, Washington. Laurence Stockton, et al. pp. 56-97. 5. Protecting the source of clean and plentiful water for one-half of new Jersey's population: The Highlands water Protection and Planning Act. Brian Weeks pp. 98-121."
