,MetadataField,Metadata
0,NSGL Document #:,HAWAU-R-84-005
1,Sea Grant Program/Affiliate:,Hawaii Sea Grant
2,Title:,"Occurrence of the Slipper Lobster ""Scyllarides haanii"" in the Hawaiian Archipelago"
3,Author:,"MORIN, TERRANCE D"
4,,"MAC, DONALD CRAIG D"
5,Publication Year :,1984
6,Source Citation:,"BIOLOGICAL SOCIETY OF WASHINGTON. PROCEEDINGS, 97(02): 0404-0407, 1984"
7,Publication Type:,reprints (peer-reviewed)
8,Program Report #:,UNIHI-​SEAGRANT-​JC-​84-​11
9,Project #:,NI/R-6
10,Abstract:,LOBSTER;HAWAII
