,MetadataField,Metadata
0,NSGL Document #:,MDU-W-79-001
1,Sea Grant Program/Affiliate:,Maryland Sea Grant
2,Title:,SEA GRANT COMMUNICATIONS: THE WASHINGTON CONNECTION MAKING AND BREAKING SEA GRANT NEWS
3,Editor :,"AHEARN, HALCYON L"
4,,"GREER, JACK"
5,Publication Year :,1979
6,Source Citation:,"SEA GRANT COMMUNICATORS ANNUAL CONFERENCE PROCEEDINGS WASHINGTON, D.C. APRIL 23-25, 1979SEE ENTRIES MDU-Z-79-001 - 029 FOR INDIVIDUAL PAPERS"
7,# Pages / Video Length:,161
8,Publication Type:,conference/work​shop proceedings
9,Program Report #:,UM-SG-TS-80-02
