,MetadataField,Metadata
0,NSGL Document #:,WASHU-R-82-021
1,Sea Grant Program/Affiliate:,Washington Sea Grant
2,Title:,DEVELOPMENT OF A SPERM CELL TOXICITY TEST FOR MARINE WATERS
3,Author:,"DINNEL, P A"
4,,"STOBER, Q J"
5,,"CRUMLEY, S C"
6,,"ANKATNAI, R E"
7,Publication Year :,1984
8,Source Citation:,AMERICAN SOCIETY FOR TESTING AND MATERIALS SPECIAL TECHNICAL PUBLICATIO N 766 PP. 82-98 1982
9,Publication Type:,reprints (peer-reviewed)
10,Program Report #:,WSG-TA 82 22
11,Abstract:,SPERM;TOXICITY;​SEA URCHIN;SAND DOLLAR;EMBRYO
