,MetadataField,Metadata
0,NSGL Document #:,MASGC-R-75-008
1,Sea Grant Program/Affiliate:,Mississippi Alabama Sea Grant
2,Title:,"PREVENTION OF MICROSPORIDOSIS IN THE BLUE CRAB, WITH NOTES ON NATURAL INFECTIONS"
3,Author:,"OVERSTREET, ROBIN MILES"
4,,"WHATLEY, EDWARD C JR"
5,Publication Year :,1975
6,Source Citation:,"WORLD MARICULTURE SOCIITY 6TH ANNUAL WORKSHOP PROCEEDINGS PP. 335-345 SEATTLE, WASHINGTON JANUARY 27-31, 1975"
7,Publication Type:,reprints (not peer-reviewed)
8,Program Report #:,MASGP-77-007
9,Abstract:,"""CALLINECTES SAPIDUS"";""NOSEM​A MICHAELIS"""
