,MetadataField,Metadata
0,NSGL Document #:,WASHU-R-94-019
1,Sea Grant Program/Affiliate:,Washington Sea Grant
2,Title:,Laboratory observations of gravity currents and internal bores
3,Author:,"Mausshardt, Sherrill"
4,,"Yeh, Harry"
5,,"Grandinetti, Cami"
6,Publication Year :,1994
7,Source Citation:,"""Fourth International Symposium on Stratified Flows,"" Grenoble, France, June 29-July 2, 1994."
8,# Pages / Video Length:,8
9,Publication Type:,reprints (not peer-reviewed)
10,Program Report #:,WSG-TA-96-04
