,MetadataField,Metadata
0,NSGL Document #:,WASHU-G-87-001
1,Sea Grant Program/Affiliate:,Washington Sea Grant
2,Title:,Coming to grips with a crab
3,Author:,"Bray, Pansy"
4,,"Harbell, Steve"
5,Publication Year :,1987
6,# Pages / Video Length:,5
7,Publication Type:,"advisory/extens​ion reports; fact sheets, posters"
8,Program Report #:,WSG AS 87-2
9,Abstract:,"Dungeness crabs may be fierce-looking creatures, but that shouldn't deter you from enjoying these delicious shellfish native to Washington waters. Dealing with them is simple, once you have mastered a few techniques. This pamphlet tells you how to select, cook and clean the creatures; several popular recipes are included."
