,MetadataField,Metadata
0,NSGL Document #:,WASHU-R-82-016
1,Sea Grant Program/Affiliate:,Washington Sea Grant
2,Title:,FRESHWATER DEVELOPMENT AND SMOLTIFICATION IN COHO SALMON FROM THE COLUMBIA RIVER
3,Author:,"FOLMAR, LEROY C"
4,,"DICKHOFF, WALTON W"
5,,"ZAUGG, WALDO S"
6,,"MAHNKEN, CONRAD V W"
7,Publication Year :,1982
8,Source Citation:,"EIGHTH U.S. - JAPAN MEETING ON AQUACULURE PROCEEDINGS, PP. 45-60 BELLINGHAM, WASHINGTON OCTOBER 17-18, 1979"
9,Publication Type:,reprints (not peer-reviewed)
10,Program Report #:,WSG-TA 82-16
11,Project #:,RA-18
12,Abstract:,SALMON;DEVELOPM​ENT;SMOLTIFICAT​ION;COLUMBIA RIVER; WASHINGTON
