,MetadataField,Metadata
0,NSGL Document #:,WASHU-R-98-003
1,Sea Grant Program/Affiliate:,Washington Sea Grant
2,Title:,Shellfish Growers Conference
3,Author:,"Nosho, Teri"
4,Publication Year :,1998
5,Source Citation:,"""Waterlines,"" pg. 3, Spring-Summer, 1998."
6,# Pages / Video Length:,1
7,Publication Type:,reprints (peer-reviewed)
8,Program Report #:,WSG-TA 98-11
9,Project #:,A/FP-7
10,Abstract:,"This one-page summary of the 1998 Shellfish Growers Conference in Washington state describes presentations and panel discussions on the shellfish farming, Manila clam mortality, geoduck farming, the 1997 paralytic shellfish poisoning bloom, and problems brought about by population growth."
