,MetadataField,Metadata
0,NSGL Document #:,WASHU-X-10-005
1,Sea Grant Program/Affiliate:,Washington Sea Grant
2,Title:,Ecosystem engineers: trophic impacts from tropical headwaters to temperate tideflats
3,Author:,"Wheat, Elizabeth"
4,Publication Year :,2010
5,# Pages / Video Length:,6
6,Publication Type:,theses/disserta​tions
7,Program Report #:,WSG-TH 10-09
8,Project #:,R/ES-67
9,Abstract:,This thesis focuses on the trophic impacts ecosystems engineers and is an outgrowth of the author's fascination with food production by the most disruptive of ecosystem engineers: Homo sapiens. The ultimate question of the research is to understand the ecological consequences of consumption by certain ecosystem engineers in both space and time. I focus on the pacific oyster (Crassostrea gigas) and a freshwater shrimp (Macrobrachium americanum).
