,MetadataField,Metadata
0,NSGL Document #:,WASHU-T-74-003
1,Sea Grant Program/Affiliate:,Washington Sea Grant
2,Title:,Marina proposals for Commencement Bay: analysis of the permit review process
3,Author:,"Johnson, J. Russell"
4,Publication Year :,1974
5,Publisher:,"University of Washington Sea Grant, Seattle"
6,# Pages / Video Length:,146
7,Publication Type:,technical reports/surveys​/patents
8,Program Report #:,WSG-
9,Grant/Contract #:,NOAA Sea Grant
10,Abstract:,"This paper is an amount and analysis of the events involved in the application for permits needed to construct two contiguous marinas at the Outer Hylebos in CommenceMent Bay, Tacoma, Washington. The objective in doing so is, twofold: first, to understand the rationale behind major decisions made by the developers and reviewing governmental bodies; and secondly, to assess the quality and effectiveness of those decisions."
