,MetadataField,Metadata
0,NSGL Document #:,WASHU-X-00-001
1,Sea Grant Program/Affiliate:,Washington Sea Grant
2,Title:,Marine and freshwater climatic influences on the migratory timing of adult sockeye salmon
3,Author:,"Hodgson, Sayre"
4,Publication Year :,2000
5,# Pages / Video Length:,3
6,Publication Type:,theses/disserta​tions
7,Program Report #:,WSG-TH 01-01
8,Project #:,R/F-133
9,,R/F-134
10,Abstract:,"Relations between migratory timing of adult sockeye salmon ""Oncorrhyncus nerka"" and environmental conditions were studied in populations from throughout the species' North American range. General timing of migration varied between populations and was related to spawning time, migration distance, and river temperature and flow regimes. Timing patterns were compared between populations that experienced average peak temperatures greater than 19 degrees C and those that did not. Populations from areas with warm water temperatures had longer delays between migration and spawning (among coastal populations) and more variation in these delays (among both coastal and interior populations.) When riverine conditions related significantly to timing, high flows and low temperatures were associated with late migrations, while low flows and high temperatures were associated with early migrations."
