,MetadataField,Metadata
0,NSGL Document #:,MIT-E-19-004
1,Sea Grant Program/Affiliate:,MIT Sea Grant
2,Title:,Space to Sea: A Photographic Journey into Stellwagen Bank Sanctuary
3,Author:,"Ellenbogen, Keith"
4,,"Triantafyllou, Michael"
5,Publication Year :,2019
6,Source Citation:,"This educational exhibit was held June 4-6, 2019 at the Capitol Hill Ocean Week, Washington DC"
7,Publisher:,MIT Sea Grant
8,# Pages / Video Length:,2
9,Publication Type:,educational materials
10,Program Report #:,MITSG 20-54
11,Project #:,2018-C/A-4
12,Abstract:,"SPACE TO SEA explores photography and environmental storytelling at the intersection of art, science and technology to spark imagination and transform public perception about the surprising diversity of marine life in Stellwagen Bank National Marine Sanctuary off the coast of Massachusetts."
