,MetadataField,Metadata
0,NSGL Document #:,WASHU-I-17-003
1,Sea Grant Program/Affiliate:,Washington Sea Grant
2,Title:,Washington State's Boat Fleet-2016
3,Author:,"Goodwin, Robert"
4,Publication Year :,2017
5,# Pages / Video Length:,1
6,Publication Type:,"web/blog sites (topical), other web-based resources"
7,Program Report #:,WSG-MR 17-13
8,Project #:,A/ACE-1
9,URL:,https://wsg.was​hington.edu/com​munity-​outreach/outrea​ch-​detail-​pages/washingto​n-​state-​boat-​fleet/
10,Abstract:,"In 2016 alone, 5,750 new vessels worth $234 million were added to the 205,694 registered vessels in Washington’s 2.63 billion dollar boating fleet. The marina industry and state marine recreation agencies and consultants need accurate, geographically specific fleet information to respond to changing vessel moorage and sanitation needs in a growing industry."
