,MetadataField,Metadata
0,NSGL Document #:,WASHU-WR-09-004
1,Sea Grant Program/Affiliate:,Washington Sea Grant
2,Title:,Understanding and preventing marine bioinvasions in Puget Sound: University of Washington ship ballast water research
3,Author:,"Herwig, Russell"
4,,"Cordell, Jeffery"
5,,"Lawrence, David"
6,,"Kalata, Olga"
7,,"Stamatiou, Lia"
8,,"Sosik, Elizabeth"
9,,"Kelly, Sara"
10,Publication Year :,2009
11,Source Citation:,"""2009 Puget Sound Georgia Basin Ecosystem Conference,"" poster presentation, Seattle, Washington, February 8-11, 2009."
12,# Pages / Video Length:,1
13,Publication Type:,reprints (not peer-reviewed)
14,Program Report #:,WSG-PS 09-03
15,Project #:,C/A/PC-5
16,Abstract:,Poster on University of Washington's Ship Ballast Water Research.
