,MetadataField,Metadata
0,NSGL Document #:,WASHU-W-17-001
1,Sea Grant Program/Affiliate:,Washington Sea Grant
2,Title:,6th National Aquaculture Extension Conference: Oral and poster presentation abstracts
3,Author:,"Young, Graham"
4,Publication Year :,2017
5,Source Citation:,"6th National Aquaculture Extension Conference, Boise, Idaho, June 6-8, 2017"
6,# Pages / Video Length:,67
7,Publication Type:,conference/work​shop proceedings
8,Program Report #:,WSG-WO 17-02
9,Project #:,A/SFA/N-4
10,URL:,http://depts.wa​shington.edu/wr​acuw/front%20pa​ge/extension_co​nf/extension_co​nf2.html (Conference website)
11,Abstract:,"Presentations from the 6th National Aquaculture Extension Conference, 2017. Held approximately every five years since 1992, this unique conference has provided a forum for professional development and growth for all levels of experience and years of service in aquaculture extension education."
