,MetadataField,Metadata
0,NSGL Document #:,WASHU-R-73-007
1,Sea Grant Program/Affiliate:,Washington Sea Grant
2,Title:,"HELMINTHS OF SOCKEYE SALMON (""ONCORHYNCHUS NERKA"") FROM THE KVICHAK RIVER SYSTEM, BRISTOL BAY, ALASKA"
3,Author:,"PENNELL, DAVID A"
4,,"BECKER, CLARENCE DALE"
5,,"SCOFIELD, NORA R"
6,Publication Year :,1973
7,Source Citation:,"FISHERY BULLETIN, 71(01):0267-​0277, JAN. 1973"
8,Publication Type:,reprints (peer-reviewed)
9,Program Report #:,WSG-TA 71- 4 WU CF CB# 369 NOAA-74021502
