,MetadataField,Metadata
0,NSGL Document #:,WASHU-T-09-003
1,Sea Grant Program/Affiliate:,Washington Sea Grant
2,Title:,"Protection of marine riparian functions in Puget Sound, Washington"
3,Author:,"Brennan, Jim"
4,,"Culverwell, Hilary"
5,,"Gregg, Rachel"
6,,"Granger, Pete"
7,Publication Year :,2009
8,Publisher:,University of Washington Sea Grant
9,# Pages / Video Length:,145
10,Publication Type:,technical reports/surveys​/patents
11,Program Report #:,WSG-AS 09-03
12,Grant/Contract #:,NOAA Sea Grant
13,Project #:,A/FP-7
14,Abstract:,"This document was developed to provide shoreline planners and managers with a summary of current science and management recommendations to inform protection of ecological functions of marine riparian areas. This information contained in this report will help inform local decisions regarding what is needed to protect ecological functions of marine riparian areas. Specifically, we summarize the range of marine riparian buffer widths (Appendix G) needed to meet particular levels of ecosystem function based on a literature review and input from an expert panel workshop."
