,MetadataField,Metadata
0,NSGL Document #:,WASHU-T-79-002
1,Sea Grant Program/Affiliate:,Washington Sea Grant
2,Title:,"PRELIMINARY RESULTS OF LINGCOD TAGGING IN NORTHERN PUGET SOUND, 1977-1979"
3,Author:,"Mathews, Stephen B."
4,,"La Riviere, Mark"
5,,"Barker, Morris W."
6,,"Moulton, Lawrence L."
7,Publication Year :,1979
8,Publisher:,University of Washington Sea Grant Program
9,# Pages / Video Length:,23
10,Publication Type:,technical reports/surveys​/patents
11,Program Report #:,Circular No. 79-3; WSG-
12,Grant/Contract #:,NOAA Sea Grant No. 04-7-158-44021
13,,NOAA Sea Grant No. NA79AA-D-00054
14,Abstract:,"During the spring of each of 3 years, 1977, l978, and 1979, tagging cruises directed toward lingcod (Ophiodon elongatus) were conducted in the vicinity of the southern end of San Juan Island. These efforts are to estimate mortality rates and other biological parameters, as part. of a long-term study of the population dynamics of lingcod in northern Puget Sound. The present report presents the preliminary results of the cruises, detailing times, areas, dates, and methods of capture; tag numbers and types; and length and sex determinations ~ Additionally, the returns to date are summarized."
